ds,trend,yearly,Super Bowl,Valentine's Day,St Patrick's Day,Easter Sunday,Cinco de Mayo,Mother's Day,Memorial Day,Father's Day,Independence Day,Labor Day,Halloween,Thanksgiving,Christmas Eve,New Year's Eve,yhat
2017-01-09,4726890.764290599,-1250347.9986004715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3476542.7656901274
2017-01-16,4728268.625691625,-1216040.003173491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3512228.6225181343
2017-01-23,4729646.487092652,-1162159.5589082702,10289.54356287568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3577776.4717472577
2017-01-30,4731024.3484936785,-1089564.0437164383,561790.0432184599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4203250.3479957
2017-02-06,4732402.209894705,-999490.6174549193,0.0,58836.33271463999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3791747.925154425
2017-02-13,4733780.071295732,-893527.581121389,0.0,117672.66542927998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3957925.1556036226
2017-02-20,4735157.932696758,-773574.9931273126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3961582.9395694453
2017-02-27,4736535.794097784,-641796.0585509778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4094739.735546806
2017-03-06,4737913.655498811,-500561.2128830733,0.0,0.0,4420.791308204146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4241773.233923942
2017-03-13,4739291.516899837,-352387.12928336434,0.0,0.0,241367.02711054997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4628271.414727023
2017-03-20,4740669.378300863,-199873.07167297477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4540796.306627888
2017-03-27,4742047.23970189,-45637.08537892866,0.0,0.0,0.0,62647.428462616655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4759057.582785578
2017-04-03,4743425.100348539,107745.54026564138,0.0,0.0,0.0,125294.85692523331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4976465.497539413
2017-04-10,4744802.960995187,257799.2827067511,0.0,0.0,0.0,187942.28538785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5190544.529089788
2017-04-17,4746180.821641836,402198.90677887533,0.0,0.0,0.0,0.0,106740.83066715332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5255120.559087865
2017-04-24,4747558.682288485,538811.9167904736,0.0,0.0,0.0,0.0,213481.66133430664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5499852.260413265
2017-05-01,4748936.542935133,665731.8186850194,0.0,0.0,0.0,0.0,320222.49200146,106088.34513495999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5840979.198756572
2017-05-08,4750314.403581781,781301.5733003186,0.0,0.0,0.0,0.0,0.0,212176.69026991999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5743792.66715202
2017-05-15,4751692.2642284315,884127.1410631108,0.0,0.0,0.0,0.0,0.0,0.0,12920.122642699289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5648739.527934242
2017-05-22,4753070.12487508,973081.5253578551,0.0,0.0,0.0,0.0,0.0,0.0,705414.7944927199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6431566.444725655
2017-05-29,4754447.985521728,1047300.1879853177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5801748.173507046
2017-06-05,4755825.8461683765,1106169.1098564693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118304.10304108,0.0,0.0,0.0,0.0,0.0,0.0,5980299.059065926
2017-06-12,4757166.015910529,1149307.0817068235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236608.20608216,0.0,0.0,0.0,0.0,0.0,0.0,6143081.303699512
2017-06-19,4758506.185652682,1176544.0168063631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5935050.202459045
2017-06-26,4759846.355394834,1187897.1702482342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32844.495365879506,0.0,0.0,0.0,0.0,0.0,5980588.021008948
2017-07-03,4761186.525136986,1183547.1240624473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793248.6857492,0.0,0.0,0.0,0.0,0.0,7737982.334948633
2017-07-10,4762526.694879138,1163815.2576988367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5926341.952577975
2017-07-17,4763866.86462129,1129144.1796391797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5893011.04426047
2017-07-24,4765207.034363443,1080082.264392086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5845289.298755529
2017-07-31,4766547.204105595,1017273.0413572186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5783820.245462813
2017-08-07,4767887.373847747,941449.743304668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5709337.117152415
2017-08-14,4769227.543589899,853434.8701256994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5622662.413715599
2017-08-21,4770567.713332051,754144.1864000829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12592.515383396883,0.0,0.0,0.0,0.0,5537304.4151155315
2017-08-28,4771121.708402384,644594.1765626088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687528.04419738,0.0,0.0,0.0,0.0,6103243.929162373
2017-09-04,4771675.703472719,525911.6538335995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5297587.357306318
2017-09-11,4772229.698543052,399343.979370202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5171573.677913254
2017-09-18,4772783.693613385,266268.21180442406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5039051.905417809
2017-09-25,4773337.688683719,128197.48379082963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4901535.172474549
2017-10-02,4773891.683754053,-13217.006014394958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4760674.677739658
2017-10-09,4774445.678824386,-156189.79429077465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4618255.884533611
2017-10-16,4774999.67389472,-298811.8535726402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4476187.82032208
2017-10-23,4775553.668965053,-439068.91190736485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4722.767620781244,0.0,0.0,0.0,4341207.52467847
2017-10-30,4776107.664035386,-574867.6647731857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257854.37513109,0.0,0.0,0.0,4459094.374393291
2017-11-06,4776661.658065053,-704069.6705052445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476217.7318398666,0.0,0.0,4548809.719399675
2017-11-13,4777215.652094719,-824532.2317672058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952435.4636797332,0.0,0.0,4905118.884007246
2017-11-20,4777769.646124384,-934155.098918839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428653.1955195998,0.0,0.0,5272267.742725145
2017-11-27,4778323.640154051,-1030931.414323842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3747392.2258302085
2017-12-04,4778877.634183717,-1113000.9749450914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163320.48499799997,0.0,3829197.1442366256
2017-12-11,4779431.628213383,-1178703.6451130628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326640.96999599994,706843.2087658999,4634212.161862221
2017-12-18,4779985.622243049,-1226630.6179126215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489961.45499399997,1413686.4175317998,5457002.8768562265
2017-12-25,4780539.616272715,-1255671.2117231444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120529.6262976998,5645398.03084727
2018-01-01,4781093.610302381,-1265053.0007254537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3516040.6095769275
2018-01-08,4781647.6043320475,-1254373.3102817668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3527274.294050281
2018-01-15,4782201.598361713,-1223620.4488163674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3558581.1495453455
2018-01-22,4782755.592318384,-1173183.4797921698,10289.54356287568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3619861.65608909
2018-01-29,4783309.586275054,-1103849.8379819002,561790.0432184599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4241249.791511614
2018-02-05,4783863.580231725,-1016790.6369067759,0.0,58836.33271463999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3825909.276039589
2018-02-12,4784417.574188395,-913534.0700387902,0.0,117672.66542927998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3988556.169578885
2018-02-19,4784971.568145067,-795927.8472993353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3989043.720845732
2018-02-26,4785525.5621017385,-666092.1015766958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4119433.460525043
2018-03-05,4786079.556058409,-526364.6209837833,0.0,0.0,4420.791308204146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4264135.726382829
2018-03-12,4786633.55001508,-379240.5889542444,0.0,0.0,241367.02711054997,62647.428462616655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4711407.416634002
2018-03-19,4787187.543971751,-227309.22887949244,0.0,0.0,0.0,125294.85692523331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4685173.172017491
2018-03-26,4787741.537928423,-73189.84191720228,0.0,0.0,0.0,187942.28538785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4902493.9813990705
2018-04-02,4788295.532212656,80530.30819647564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4868825.840409132
2018-04-09,4788849.526496891,231353.9680034539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5020203.494500345
2018-04-16,4789403.520781125,376925.70183198556,0.0,0.0,0.0,0.0,106740.83066715332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5273070.053280264
2018-04-23,4789957.515065359,515075.88085691567,0.0,0.0,0.0,0.0,213481.66133430664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5518515.057256581
2018-04-30,4790511.509349594,643855.6465806374,0.0,0.0,0.0,0.0,320222.49200146,106088.34513495999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5860677.993066652
2018-05-07,4791065.503633828,761562.1379584683,0.0,0.0,0.0,0.0,0.0,212176.69026991999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5764804.331862216
2018-05-14,4791619.497918063,866753.7898398844,0.0,0.0,0.0,0.0,0.0,0.0,12920.122642699289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5671293.410400647
2018-05-21,4792173.492202297,958256.0216427777,0.0,0.0,0.0,0.0,0.0,0.0,705414.7944927199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6455844.308337795
2018-05-28,4792727.486486532,1035158.110607626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5827885.597094158
2018-06-04,4793281.480770766,1096802.4572980015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118304.10304108,0.0,0.0,0.0,0.0,0.0,0.0,6008388.041109847
2018-06-11,4793835.475055,1142767.7797480172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236608.20608216,0.0,0.0,0.0,0.0,0.0,0.0,6173211.460885176
2018-06-18,4794389.469567673,1172847.9994329035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5967237.469000577
2018-06-25,4794943.464080347,1187028.6957528284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32844.495365879506,0.0,0.0,0.0,0.0,0.0,6014816.655199055
2018-07-02,4795497.458593021,1185463.0013821376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793248.6857492,0.0,0.0,0.0,0.0,0.0,7774209.145724358
2018-07-09,4796051.453105695,1168448.6909891916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5964500.144094886
2018-07-16,4796605.447618368,1136407.989598043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5933013.437216411
2018-07-23,4797159.4421310425,1089871.3095795526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5887030.751710596
2018-07-30,4797713.436643716,1029465.7375611855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5827179.174204902
2018-08-06,4798267.43115639,955908.6591422036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5754176.090298594
2018-08-13,4798821.425669064,870006.4575149372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5668827.883184001
2018-08-20,4799375.420181736,772657.7802508501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12592.515383396883,0.0,0.0,0.0,0.0,5584625.715815984
2018-08-27,4799929.429922281,664860.4642721774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687528.04419738,0.0,0.0,0.0,0.0,6152317.938391838
2018-09-03,4800483.439662823,547720.8677652741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5348204.307428097
2018-09-10,4801037.449403366,422464.1010824485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5223501.550485815
2018-09-17,4801591.459143911,290443.49305022095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5092034.952194132
2018-09-24,4802145.468884453,153147.58503458733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4955293.053919041
2018-10-01,4802699.478624998,12203.016435794536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4814902.495060792
2018-10-08,4803253.48836554,-130628.15109344752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4672625.337272093
2018-10-15,4803807.498106083,-273457.8373105777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4530349.660795505
2018-10-22,4804361.507846627,-414288.86895924504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4722.767620781244,0.0,0.0,0.0,4394795.406508164
2018-10-29,4804915.51758717,-551039.7835264051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257854.37513109,0.0,0.0,0.0,4511730.1091918545
2018-11-05,4805469.527327713,-681577.3898099666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476217.7318398666,0.0,0.0,4600109.869357613
2018-11-12,4806033.164338023,-803756.4743169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952435.4636797332,0.0,0.0,4954712.1537008565
2018-11-19,4806596.801348333,-915465.5697979226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428653.1955195998,0.0,0.0,5319784.42707001
2018-11-26,4807160.438358644,-1014677.2745650378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3792483.163793606
2018-12-03,4807724.075368954,-1099501.2544433433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163320.48499799997,0.0,3871543.3059236105
2018-12-10,4808287.712379264,-1168237.795236336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326640.96999599994,706843.2087658999,4673534.095904827
2018-12-17,4808851.3493895745,-1219429.619251698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489961.45499399997,1413686.4175317998,5493069.602663676
2018-12-24,4809414.986399884,-1251909.6454253942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120529.6262976998,5678034.96727219
2018-12-31,4809978.623410195,-1264842.4628026872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3545136.160607508
2019-01-07,4810542.260420505,-1257757.4984619836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3552784.7619585213
2019-01-14,4811105.897430816,-1230572.1833980917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3580533.714032724
2019-01-21,4811669.5344411265,-1183603.837077774,10289.54356287568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3638355.240926228
2019-01-28,4813532.496873493,-1117569.4815805866,561790.0432184599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4257753.058511367
2019-02-04,4815395.459305859,-1033573.3334782217,0.0,58836.33271463999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3840658.4585422776
2019-02-11,4817258.421738226,-933082.2771855366,0.0,117672.66542927998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4001848.809981969
2019-02-18,4819121.384170593,-817890.1676219399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4001231.216548653
2019-02-25,4820984.34660296,-690072.3134133668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4130912.033189593
2019-03-04,4822847.309035326,-551931.9275340696,0.0,0.0,4420.791308204146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4275336.172809461
2019-03-11,4824710.271467692,-405940.6769855734,0.0,0.0,241367.02711054997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4660136.621592669
2019-03-18,4826573.233900059,-254675.69866373588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4571897.535236323
2019-03-25,4828436.196332427,-100755.56289900739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4727680.633433419
2019-04-01,4830299.158764794,53222.346031571215,0.0,0.0,0.0,62647.428462616655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4946168.933258981
2019-04-08,4835157.759562136,204740.70006970738,0.0,0.0,0.0,125294.85692523331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5165193.316557077
2019-04-15,4840016.360359478,351415.268872684,0.0,0.0,0.0,187942.28538785,106740.83066715332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5486114.745287165
2019-04-22,4844874.96115682,491040.40722467675,0.0,0.0,0.0,0.0,213481.66133430664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5549397.029715803
