ds,trend,yearly,Super Bowl,Valentine's Day,St Patrick's Day,Easter Sunday,Cinco de Mayo,Mother's Day,Memorial Day,Father's Day,Independence Day,Labor Day,Halloween,Thanksgiving,Christmas Eve,New Year's Eve,yhat
2021-08-30,5459005.327758155,611564.5690988584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687528.04419738,0.0,0.0,0.0,0.0,6758097.941054393
2021-09-06,5463311.767168273,490496.3464783108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5953808.113646584
2021-09-13,5467618.206898011,361922.83780892345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5829541.044706935
2021-09-20,5471924.646627747,227259.4922091999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5699184.138836947
2021-09-27,5476231.086357484,88058.91568203662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5564290.00203952
2021-10-04,5480537.52608722,-53988.659884030094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5426548.86620319
2021-10-11,5484843.965816957,-197061.05189559617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5287782.913921361
2021-10-18,5489150.405546694,-339216.9496143499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4722.767620781244,0.0,0.0,0.0,5154656.223553126
2021-10-25,5493456.84527643,-478416.48152880726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257854.37513109,0.0,0.0,0.0,5272894.738878713
2021-11-01,5497763.285006167,-612549.6653534139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4885213.619652754
2021-11-08,5502069.7247359045,-739472.3917046422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476217.7318398666,0.0,0.0,5238815.064871129
2021-11-15,5506376.164465641,-857049.1071539628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952435.4636797332,0.0,0.0,5601762.520991411
2021-11-22,5510682.604562955,-963200.9071647723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428653.1955195998,0.0,0.0,5976134.892917782
2021-11-29,5514989.044660269,-1055957.351653178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4459031.693007091
2021-12-06,5519295.484757584,-1133509.9997682972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163320.48499799997,0.0,4549105.969987286
2021-12-13,5523601.924854898,-1194265.4456813429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326640.96999599994,706843.2087658999,5362820.6579354545
2021-12-20,5527908.364952212,-1236895.5377769454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489961.45499399997,1413686.4175317998,6194660.699701066
2021-12-27,5532214.805049527,-1260382.4872487544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120529.6262976998,6392361.944098473
2022-01-03,5536521.245146841,-1264056.7193643593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4272464.525782482
2022-01-10,5540827.685244156,-1247625.585221215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4293202.100022941
2022-01-17,5545134.125341469,-1211191.4206303812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4333942.704711088
2022-01-24,5549440.565438785,-1155257.89284889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4394182.672589894
2022-01-31,5553747.0055361,-1080724.091353114,10289.54356287568,58836.33271463999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4542148.790460502
2022-02-07,5558053.444913824,-988866.3682765242,561790.0432184599,117672.66542927998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5248649.78528504
2022-02-14,5562359.884291547,-881308.4881000648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4681051.396191482
2022-02-21,5566666.323669272,-759981.1749244487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4806685.1487448225
2022-02-28,5570972.763046996,-627072.6207667738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4943900.142280222
2022-03-07,5575279.20242472,-484971.9143671948,0.0,0.0,4420.791308204146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5094728.079365729
2022-03-14,5579585.641802444,-336207.64592527034,0.0,0.0,241367.02711054997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5484745.022987723
2022-03-21,5583892.081180168,-183384.12356065682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5400507.9576195115
2022-03-28,5588198.5205578925,-29117.693117964463,0.0,0.0,0.0,62647.428462616655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5621728.255902545
2022-04-04,5592504.959935617,124024.41782345009,0.0,0.0,0.0,125294.85692523331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5841824.2346843
2022-04-11,5596811.399313341,273580.5031945194,0.0,0.0,0.0,187942.28538785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6058334.187895711
2022-04-18,5601117.838691065,417244.10250197747,0.0,0.0,0.0,0.0,106740.83066715332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6125102.771860196
2022-04-25,5605424.278068789,552905.5133310963,0.0,0.0,0.0,0.0,213481.66133430664,106088.34513495999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6477899.797869152
2022-05-02,5609730.717446513,678684.0230302128,0.0,0.0,0.0,0.0,320222.49200146,212176.69026991999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6820813.922748106
2022-05-09,5614037.156824237,792950.2959510493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6406987.4527752865
2022-05-16,5618343.596201961,894338.871999852,0.0,0.0,0.0,0.0,0.0,0.0,12920.122642699289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6525602.590844512
2022-05-23,5622650.035579684,981751.2361152146,0.0,0.0,0.0,0.0,0.0,0.0,705414.7944927199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7309816.066187618
2022-05-30,5626956.474957408,1054350.378514928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6681306.853472336
2022-06-06,5631262.914335133,1111548.156798497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118304.10304108,0.0,0.0,0.0,0.0,0.0,0.0,6861115.174174709
2022-06-13,5635569.353712856,1152987.0721180902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236608.20608216,0.0,0.0,0.0,0.0,0.0,0.0,7025164.631913106
2022-06-20,5639875.79309058,1178518.266913528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32844.495365879506,0.0,0.0,0.0,0.0,0.0,6851238.555369988
2022-06-27,5644182.232468304,1188177.6317158907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793248.6857492,0.0,0.0,0.0,0.0,0.0,8625608.549933394
2022-07-04,5648488.671846028,1182161.8706411044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6830650.542487133
2022-07-11,5652795.111223753,1160806.223735516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6813601.334959269
2022-07-18,5657101.550601477,1124565.2902704598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6781666.840871937
2022-07-25,5661407.989979201,1073998.0573716045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6735406.047350805
2022-08-01,5665714.429356925,1009757.8349476368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6675472.264304562
2022-08-08,5670020.868734649,932587.3563646973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6602608.225099347
2022-08-15,5674327.308112374,843318.8524758029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6517646.160588177
2022-08-22,5678633.747490098,742878.472764355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12592.515383396883,0.0,0.0,0.0,0.0,6434104.735637849
2022-08-29,5682940.186867821,632294.0386654796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687528.04419738,0.0,0.0,0.0,0.0,7002762.269730681
2022-09-05,5687246.626245545,512704.79502139916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6199951.421266944
2022-09-12,5691553.065623269,385371.59635856014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6076924.661981829
2022-09-19,5695859.505000994,251685.84013446292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5947545.345135457
2022-09-26,5700165.944378718,113175.44791398426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5813341.392292702
2022-10-03,5704472.383756442,-28493.70054237796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5675978.683214064
2022-10-10,5708778.823134166,-171522.26110722023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5537256.562026946
2022-10-17,5713085.262511889,-313988.91516910325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4722.767620781244,0.0,0.0,0.0,5403819.114963568
2022-10-24,5717391.701889614,-453869.5301366037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257854.37513109,0.0,0.0,0.0,5521376.5468841
2022-10-31,5721698.141267338,-589064.213245218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5132633.92802212
2022-11-07,5726004.580645062,-717431.9973721638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476217.7318398666,0.0,0.0,5484790.315112765
2022-11-14,5730311.020022786,-836832.4098343855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952435.4636797332,0.0,0.0,5845914.073868134
2022-11-21,5734617.45940051,-945172.7125037422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428653.1955195998,0.0,0.0,6218097.942416368
2022-11-28,5738923.898778235,-1040459.1916686153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4698464.707109619
2022-12-05,5743230.338155959,-1120850.5437597125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163320.48499799997,0.0,4785700.279394247
2022-12-12,5747536.777533683,-1184711.168946851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326640.96999599994,706843.2087658999,5596309.787348731
2022-12-19,5751843.216911407,-1230662.0638582562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489961.45499399997,1413686.4175317998,6424829.0255789505
2022-12-26,5756149.656289131,-1257627.006064903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120529.6262976998,6619052.276521929
2023-01-02,5760456.095666855,-1264871.8484218982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4495584.247244956
2023-01-09,5764762.535044579,-1252034.9857409638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4512727.5493036155
2023-01-16,5769068.974422303,-1219147.4076989782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4549921.566723324
2023-01-23,5773375.413800027,-1166641.1923717095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4606734.221428318
2023-01-30,5777681.853177751,-1095345.801220207,10289.54356287568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4692625.59552042
2023-02-06,5781988.292555476,-1006472.0818461474,561790.0432184599,58836.33271463999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5396142.586642428
2023-02-13,5786294.7319332,-901584.4401828446,0.0,117672.66542927998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5002382.957179635
2023-02-20,5790601.171310923,-782562.1791779492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5008038.992132974
2023-02-27,5794907.610688647,-651551.487684805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5143356.123003842
2023-03-06,5799214.050066371,-510909.97512950096,0.0,0.0,4420.791308204146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5292724.866245074
2023-03-13,5803520.489444096,-363145.9626387824,0.0,0.0,241367.02711054997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5681741.553915863
2023-03-20,5807826.92882182,-210854.9431787888,0.0,0.0,0.0,62647.428462616655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5659619.414105648
2023-03-27,5812133.368199544,-56655.701674074575,0.0,0.0,0.0,125294.85692523331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5880772.523450702
2023-04-03,5816439.807577268,96871.46224509751,0.0,0.0,0.0,187942.28538785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6101253.555210216
2023-04-10,5820746.246954992,247242.13750834303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6067988.384463335
2023-04-17,5825052.686332717,392118.84317159007,0.0,0.0,0.0,0.0,106740.83066715332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6323912.36017146
2023-04-24,5829359.125710441,529354.0997528678,0.0,0.0,0.0,0.0,213481.66133430664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6572194.886797615
2023-05-01,5833665.565088165,657024.374460036,0.0,0.0,0.0,0.0,320222.49200146,106088.34513495999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6917000.776684621
2023-05-08,5837972.004465889,773454.2445400659,0.0,0.0,0.0,0.0,0.0,212176.69026991999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6823602.939275875
2023-05-15,5842278.4438436115,877230.6420588186,0.0,0.0,0.0,0.0,0.0,0.0,12920.122642699289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6732429.20854513
2023-05-22,5846584.883221336,967207.5521696476,0.0,0.0,0.0,0.0,0.0,0.0,705414.7944927199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7519207.229883703
2023-05-29,5850891.32259906,1042502.0069063576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6893393.3295054175
2023-06-05,5855197.761976784,1102482.6217874712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118304.10304108,0.0,0.0,0.0,0.0,0.0,0.0,7075984.486805336
2023-06-12,5859504.201354508,1146752.2410601627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236608.20608216,0.0,0.0,0.0,0.0,0.0,0.0,7242864.648496831
2023-06-19,5863810.6407322325,1175126.4724776703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7038937.113209903
2023-06-26,5868117.080109957,1187609.9934897912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32844.495365879506,0.0,0.0,0.0,0.0,0.0,7088571.568965627
2023-07-03,5872423.51948768,1184372.493776933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793248.6857492,0.0,0.0,0.0,0.0,0.0,8850044.699013812
2023-07-10,5876729.958865404,1165725.987260728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7042455.946126132
2023-07-17,5881036.398243128,1132104.989899093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7013141.388142222
2023-07-24,5885342.8376208525,1084050.7336751572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6969393.57129601
2023-07-31,5889649.276998577,1022200.1933537414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6911849.470352318
2023-08-07,5893955.716376301,947280.2658679815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6841235.982244282
2023-08-14,5898262.155754025,860106.9901214456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6758369.145875471
2023-08-21,5902568.595131749,761589.2558819895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12592.515383396883,0.0,0.0,0.0,0.0,6676750.366397136
2023-08-28,5906875.0345094735,652736.0517944269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687528.04419738,0.0,0.0,0.0,0.0,7247139.130501281
2023-09-04,5911181.473887198,534665.9693812096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6445847.443268407
2023-09-11,5915487.913264921,408617.433330435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6324105.346595356
2023-09-18,5919794.352642645,275957.9843060434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6195752.336948688
2023-09-25,5924100.792020369,138190.9087508815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6062291.700771251
2023-10-02,5928407.2313980935,-3042.406225037832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5925364.825173056
2023-10-09,5932713.670775818,-145965.81959120542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5786747.851184612
2023-10-16,5937020.110153542,-288678.615265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5648341.494888405
2023-10-23,5941326.549531266,-429173.2629312799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4722.767620781244,0.0,0.0,0.0,5516876.054220768
2023-10-30,5945632.988908989,-565361.0673344715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257854.37513109,0.0,0.0,0.0,5638126.296705608
2023-11-06,5949939.4282867145,-695105.532283529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476217.7318398666,0.0,0.0,5731051.627843052
2023-11-13,5954245.867664438,-816262.7764203466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952435.4636797332,0.0,0.0,6090418.554923824
2023-11-20,5958552.307042162,-926727.8686040239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428653.1955195998,0.0,0.0,6460477.633957738
2023-11-27,5962858.746419886,-1024485.5295139449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4938373.216905941
2023-12-04,5967165.18579761,-1107663.2982567775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163320.48499799997,0.0,5022822.372538833
2023-12-11,5971471.6251753345,-1174585.0098340565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326640.96999599994,706843.2087658999,5830370.794103178
2023-12-18,5975778.064553059,-1223822.287491118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489961.45499399997,1413686.4175317998,6655603.64958774
2023-12-25,5980084.503930783,-1254241.7332057492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120529.6262976998,6846372.397022733
